,bookingID,driver_id,label
642,51539607559,187,0
643,51539607560,46,0
644,51539607561,386,0
645,51539607562,268,0
646,51539607564,140,0
647,51539607567,236,0
648,51539607568,217,0
649,51539607569,101,0
650,51539607570,149,0
651,51539607571,42,0
652,51539607574,240,0
653,51539607576,221,0
654,51539607578,365,0
655,51539607579,353,1
656,51539607582,191,0
657,51539607583,98,0
658,51539607586,311,0
659,51539607587,34,0
660,51539607588,247,0
661,51539607589,376,0
662,51539607590,135,0
663,51539607591,409,0
664,51539607592,262,1
665,51539607593,239,0
666,51539607594,28,0
667,51539607596,410,0
668,51539607597,57,0
669,51539607598,253,1
670,51539607599,497,0
671,51539607600,219,0
672,51539607601,284,0
673,51539607602,296,0
674,51539607603,420,0
675,51539607604,312,0
676,51539607605,243,1
677,51539607606,282,0
678,51539607609,262,0
679,51539607611,52,0
680,51539607612,183,0
681,51539607613,433,0
682,51539607614,151,0
683,51539607615,497,0
684,51539607616,84,0
685,51539607617,241,0
686,51539607620,286,0
687,51539607621,328,0
688,51539607622,201,0
689,51539607623,212,0
690,51539607624,294,0
691,51539607625,363,1
692,51539607626,314,0
693,51539607627,445,0
694,51539607629,366,0
695,51539607630,450,0
696,51539607632,451,0
697,51539607633,463,0
698,51539607634,412,0
699,51539607636,118,1
700,51539607637,81,0
701,51539607638,51,1
702,51539607639,8,0
703,51539607640,470,0
704,51539607642,165,0
705,51539607643,384,0
706,51539607644,356,0
707,51539607646,21,0
708,51539607651,273,0
709,51539607652,186,1
710,51539607653,399,1
711,51539607654,93,0
712,51539607660,394,1
713,51539607661,226,0
714,51539607662,272,0
715,51539607663,215,0
716,51539607664,66,0
717,51539607665,256,0
718,51539607666,135,0
719,51539607668,66,0
720,51539607669,482,0
721,51539607670,275,0
722,51539607673,307,1
723,51539607674,488,0
724,51539607675,58,0
725,51539607676,257,0
726,51539607677,143,1
727,51539607679,144,0
728,51539607681,276,0
729,51539607683,102,0
730,51539607684,305,0
731,51539607685,316,0
732,51539607686,197,0
733,51539607687,228,0
734,51539607689,364,1
735,51539607690,98,1
736,51539607691,500,0
737,51539607692,139,1
738,51539607693,241,1
739,51539607694,27,1
740,51539607695,28,0
741,51539607696,438,1
742,51539607697,233,0
743,51539607699,407,0
744,51539607700,430,0
745,51539607702,485,1
746,51539607704,451,0
747,51539607705,333,1
748,51539607707,117,1
749,51539607712,459,0
750,51539607714,227,0
751,51539607716,420,1
752,51539607717,134,0
753,51539607718,36,0
754,51539607719,256,0
755,51539607722,31,0
756,51539607723,179,0
757,60129542144,171,0
758,60129542145,324,1
759,60129542146,118,0
760,60129542148,66,0
761,60129542149,453,0
762,60129542150,74,1
763,60129542153,462,1
764,60129542154,484,1
765,60129542155,213,1
766,60129542157,133,0
767,60129542158,226,1
768,60129542159,251,0
769,60129542163,74,0
770,60129542164,415,1
771,60129542165,57,1
772,60129542166,289,0
773,60129542167,405,0
774,60129542170,450,0
775,60129542171,107,1
776,60129542174,215,0
777,60129542175,19,0
778,60129542176,67,0
779,60129542177,475,0
780,60129542180,142,0
781,60129542183,379,0
782,60129542184,134,1
783,60129542186,391,0
784,60129542188,248,1
785,60129542189,453,0
786,60129542191,430,0
787,60129542193,305,0
788,60129542194,150,1
789,60129542195,77,0
790,60129542196,108,1
791,60129542199,68,0
792,60129542200,293,0
793,60129542202,18,1
794,60129542204,221,0
795,60129542205,82,0
796,60129542207,214,1
797,60129542208,167,0
798,60129542209,52,0
799,60129542210,465,1
800,60129542211,74,0
801,60129542213,1,0
802,60129542214,125,0
803,60129542215,33,0
804,60129542216,395,0
805,60129542218,75,1
806,60129542221,23,0
807,60129542223,115,0
808,60129542225,196,0
809,60129542228,268,0
810,60129542229,493,0
811,60129542231,361,1
812,60129542232,70,0
813,60129542234,22,1
814,60129542235,191,1
815,60129542236,356,0
816,60129542237,110,0
817,60129542238,435,0
818,60129542239,170,0
819,60129542244,369,0
820,60129542245,211,1
821,60129542246,207,1
822,60129542247,269,0
823,60129542248,363,0
824,60129542250,80,0
825,60129542251,213,1
826,60129542252,233,0
827,60129542253,489,1
828,60129542254,146,1
829,60129542255,353,0
830,60129542257,36,0
831,60129542258,111,0
832,60129542259,64,0
833,60129542260,120,0
834,60129542261,275,1
835,60129542262,123,0
836,60129542263,174,0
837,60129542264,349,0
838,60129542267,173,0
839,60129542268,383,1
840,60129542269,419,0
841,60129542271,115,1
842,60129542272,449,0
843,60129542273,256,1
844,60129542274,258,0
845,60129542275,234,0
846,60129542276,170,0
847,60129542277,219,0
848,60129542278,446,0
849,60129542279,202,1
850,60129542280,368,0
851,60129542282,416,0
852,60129542283,407,0
853,60129542284,145,1
854,60129542287,57,0
855,60129542289,479,0
856,60129542290,276,0
857,60129542291,18,0
858,60129542292,449,1
859,60129542293,405,0
860,60129542294,413,0
861,60129542296,465,0
862,60129542298,168,1
863,60129542299,411,1
864,68719476736,32,1
865,68719476737,428,0
866,68719476739,92,0
867,68719476740,417,1
868,68719476741,450,0
869,68719476742,187,0
870,68719476745,367,0
871,68719476746,175,0
872,68719476748,331,0
873,68719476750,457,1
874,68719476751,18,0
875,68719476752,145,0
876,68719476753,209,0
877,68719476755,136,0
878,68719476756,296,0
879,68719476758,241,0
880,68719476759,409,0
881,68719476760,41,0
882,68719476762,227,0
883,68719476764,380,0
884,68719476765,188,0
885,68719476766,35,0
886,68719476767,483,1
887,68719476768,371,0
888,68719476771,402,0
889,68719476772,311,1
890,68719476773,488,0
891,68719476774,333,0
892,68719476775,18,0
893,68719476776,305,0
894,68719476777,201,0
895,68719476778,121,1
896,68719476779,152,0
897,68719476781,352,0
898,68719476782,307,0
899,68719476783,34,0
900,68719476784,352,0
901,68719476785,124,0
902,68719476786,121,0
903,68719476788,205,0
904,68719476789,454,0
905,68719476790,286,0
906,68719476791,390,1
907,68719476793,349,1
908,68719476794,133,1
909,68719476795,36,0
910,68719476796,417,0
911,68719476797,18,1
912,68719476799,111,0
913,68719476801,26,0
914,68719476802,57,1
915,68719476803,398,0
916,68719476805,332,1
917,68719476807,61,1
918,68719476808,337,0
919,68719476810,322,0
920,68719476811,323,0
921,68719476812,283,1
922,68719476813,175,0
923,68719476814,467,0
924,68719476815,273,0
925,68719476816,484,0
926,68719476817,117,1
927,68719476818,133,1
928,68719476819,20,0
929,68719476820,483,0
930,68719476821,220,1
931,68719476822,135,0
932,68719476823,459,0
933,68719476824,15,0
934,68719476826,249,1
935,68719476827,437,1
936,68719476829,308,0
937,68719476830,443,1
938,68719476832,480,0
939,68719476835,435,0
940,68719476836,435,1
941,68719476837,124,1
942,68719476838,327,0
943,68719476839,258,1
944,68719476840,381,0
945,68719476841,366,0
946,68719476845,282,0
947,68719476848,217,0
948,68719476850,484,1
949,68719476851,163,0
950,68719476852,116,1
951,68719476853,193,0
952,68719476855,202,0
953,68719476856,373,1
954,68719476858,295,0
955,68719476861,344,0
956,68719476862,320,1
957,68719476864,47,1
958,68719476865,469,1
959,68719476866,464,1
960,68719476867,30,0
961,68719476868,300,1
962,68719476869,309,0
963,68719476870,281,0
964,68719476871,174,0
965,68719476873,170,0
966,68719476876,231,0
967,68719476877,162,0
968,68719476878,372,0
969,68719476880,319,0
970,68719476882,376,1
971,68719476883,5,0
972,68719476885,272,0
973,68719476886,174,0
974,68719476888,80,1
975,68719476889,239,0
976,68719476890,9,1
977,68719476891,482,0
978,68719476892,43,1
979,68719476893,468,0
980,68719476894,392,0
981,68719476897,357,0
982,77309411328,452,0
983,77309411329,275,0
984,77309411330,460,0
985,77309411331,58,0
986,77309411332,66,1
987,77309411335,192,0
988,77309411336,131,0
989,77309411337,135,0
990,77309411338,77,0
991,77309411339,452,0
992,77309411340,95,1
993,77309411341,210,1
994,77309411344,448,0
995,77309411345,52,0
996,77309411346,322,1
997,77309411347,262,0
998,77309411348,78,0
999,77309411351,91,0
1000,77309411352,278,0
1001,77309411355,73,0
1002,77309411357,147,0
1003,77309411358,182,1
1004,77309411367,448,1
1005,77309411369,40,0
1006,77309411370,127,0
1007,77309411371,397,0
1008,77309411372,186,0
1009,77309411374,458,0
1010,77309411375,117,0
1011,77309411377,40,0
1012,77309411379,432,0
1013,77309411381,474,0
1014,77309411382,144,0
1015,77309411383,61,0
1016,77309411384,217,0
1017,77309411386,444,0
1018,77309411387,120,0
1019,77309411388,10,0
1020,77309411389,28,1
1021,77309411390,460,1
1022,77309411391,328,0
1023,77309411392,12,1
1024,77309411395,388,0
1025,77309411396,444,0
1026,77309411399,173,0
1027,77309411401,19,1
1028,77309411402,158,0
1029,77309411403,151,0
1030,77309411404,184,0
1031,77309411406,1,0
1032,77309411407,4,0
1033,77309411409,317,0
1034,77309411410,366,0
1035,77309411411,99,0
1036,77309411412,377,1
1037,77309411413,329,1
1038,77309411414,27,0
1039,77309411417,329,0
1040,77309411418,94,0
1041,77309411420,260,0
1042,77309411421,294,0
1043,77309411422,430,0
1044,77309411423,449,0
1045,77309411424,314,0
1046,77309411425,361,0
1047,77309411426,187,1
1048,77309411428,94,0
1049,77309411429,47,1
1050,77309411431,92,0
1051,77309411432,10,0
1052,77309411433,163,0
1053,77309411435,448,0
1054,77309411440,119,1
1055,77309411441,467,0
1056,77309411443,429,1
1057,77309411444,53,0
1058,77309411445,400,0
1059,77309411446,494,0
1060,77309411447,97,0
1061,77309411449,380,1
1062,77309411450,36,1
1063,77309411451,291,0
1064,77309411452,266,0
1065,77309411453,154,0
1066,77309411454,331,1
1067,77309411455,453,0
1068,77309411456,46,0
1069,77309411457,87,1
1070,77309411458,488,1
1071,77309411459,488,1
1072,77309411460,179,1
1073,77309411461,455,0
1074,77309411462,239,1
1075,77309411463,444,0
1076,77309411464,391,1
1077,77309411465,39,0
1078,77309411466,447,0
1079,77309411468,182,0
1080,77309411469,88,0
1081,77309411470,231,0
1082,77309411472,295,0
1083,77309411474,420,0
1084,77309411475,63,0
1085,77309411476,338,1
1086,77309411477,448,0
1087,77309411478,377,1
1088,77309411484,228,0
1089,77309411486,127,1
1090,77309411487,91,0
1091,77309411488,227,0
1092,77309411489,446,1
1093,77309411490,199,1
1094,77309411491,475,0
1095,77309411492,60,0
1096,77309411493,496,0
1097,77309411494,68,1
1098,77309411499,109,1
1099,77309411500,290,0
1100,77309411503,252,0
1101,77309411505,290,0
1102,77309411507,314,1
1103,77309411508,160,0
1104,77309411509,398,1
1105,77309411511,278,0
1106,85899345920,34,0
1107,85899345921,96,0
1108,85899345923,490,0
1109,85899345924,317,0
1110,85899345925,108,1
1111,85899345926,187,0
1112,85899345927,284,0
1113,85899345929,368,0
1114,85899345931,244,0
1115,85899345933,312,0
1116,85899345939,234,1
1117,85899345940,186,0
1118,85899345941,460,0
1119,85899345942,120,0
1120,85899345943,326,0
1121,85899345944,40,0
1122,85899345946,50,0
1123,85899345948,225,0
1124,85899345950,459,0
1125,85899345951,357,0
1126,85899345952,357,0
1127,85899345954,190,1
1128,85899345955,19,0
1129,85899345956,250,1
1130,85899345957,328,0
1131,85899345958,325,0
1132,85899345959,55,0
1133,85899345961,29,0
1134,85899345962,121,0
1135,85899345963,307,0
1136,85899345964,131,1
1137,85899345965,165,0
1138,85899345967,128,0
1139,85899345968,323,0
1140,85899345973,450,0
1141,85899345974,457,1
1142,85899345976,52,0
1143,85899345977,36,0
1144,85899345978,4,0
1145,85899345979,164,0
1146,85899345981,428,0
1147,85899345983,475,0
1148,85899345984,162,0
1149,85899345985,225,0
1150,85899345987,173,1
1151,85899345991,319,0
1152,85899345992,287,0
1153,85899345995,22,0
1154,85899345996,46,0
1155,85899345998,359,1
1156,85899345999,211,0
1157,85899346004,494,1
1158,85899346005,319,0
1159,85899346008,410,0
1160,85899346010,86,1
1161,85899346012,12,0
1162,85899346014,147,0
1163,85899346015,478,1
1164,85899346016,61,1
1165,85899346017,10,0
1166,85899346018,234,0
1167,85899346019,483,1
1168,85899346021,39,1
1169,85899346022,81,0
1170,85899346024,331,1
1171,85899346025,171,0
1172,85899346029,97,1
1173,85899346030,240,0
1174,85899346035,269,0
1175,85899346037,476,0
1176,85899346038,294,1
1177,85899346039,233,0
1178,85899346043,122,0
1179,85899346044,234,0
1180,85899346048,365,1
1181,85899346049,399,0
1182,85899346052,333,0
1183,85899346055,399,0
1184,85899346058,313,0
1185,85899346059,229,0
1186,85899346060,153,0
1187,85899346061,445,1
1188,85899346063,121,0
1189,85899346064,309,0
1190,85899346065,39,0
1191,85899346066,389,0
1192,85899346069,348,0
1193,85899346070,147,0
1194,85899346073,38,0
1195,85899346074,404,0
1196,85899346077,472,0
1197,85899346079,321,1
1198,85899346080,250,0
1199,85899346081,160,1
1200,85899346083,1,0
1201,85899346084,280,1
1202,85899346085,215,0
1203,85899346086,397,0
1204,85899346087,476,1
1205,85899346088,100,1
1206,85899346089,336,1
1207,85899346090,260,0
1208,85899346091,305,0
1209,85899346093,353,0
1210,94489280514,133,0
1211,94489280516,420,0
1212,94489280520,279,0
1213,94489280522,101,0
1214,94489280526,392,0
1215,94489280527,146,0
1216,94489280528,105,0
1217,94489280532,47,0
1218,94489280535,160,0
1219,94489280536,9,0
1220,94489280537,281,0
1221,94489280538,208,0
1222,94489280540,333,0
1223,94489280541,195,0
1224,94489280542,53,0
1225,94489280543,130,0
1226,94489280545,53,0
1227,94489280546,93,0
1228,94489280549,4,0
1229,94489280551,319,0
1230,94489280552,448,0
1231,94489280553,204,0
1232,94489280555,42,0
1233,94489280556,205,0
1234,94489280561,104,0
1235,94489280566,90,0
1236,94489280570,361,0
1237,94489280572,297,0
1238,94489280573,125,0
1239,94489280574,177,0
1240,94489280575,196,0
1241,94489280578,20,0
1242,94489280582,20,0
1243,94489280583,355,0
1244,94489280586,153,0
1245,94489280587,280,0
1246,94489280589,240,0
1247,94489280591,208,0
1248,94489280592,62,0
1249,94489280595,5,0
1250,94489280596,480,0
1251,94489280599,346,0
1252,94489280600,490,0
1253,94489280602,249,0
1254,94489280604,288,0
1255,94489280605,236,0
1256,94489280608,368,0
1257,94489280615,214,0
1258,94489280616,248,0
1259,94489280617,72,0
1260,94489280618,91,0
1261,94489280619,413,0
1262,94489280620,36,0
1263,94489280621,460,0
1264,94489280622,453,0
1265,94489280623,63,0
1266,94489280624,306,0
1267,94489280626,492,0
1268,94489280628,493,0
1269,94489280629,464,0
1270,94489280630,144,0
1271,94489280633,55,0
1272,94489280636,4,0
1273,94489280638,127,0
1274,94489280640,247,0
1275,94489280641,100,0
